Names,Nations,Scores,Total Scores
"Adriano de Souza,Mick Fanning,Gabriel Medina,Filipe Toledo,Owen Wright,Julian Wilson,Italo Ferreira,Jeremy Flores,Kelly Slater,Nat Young,Josh Kerr,Bede Durbidge,Joel Parkinson,John John Florence,Wiggolly Dantas,Taj Burrow,Kai Otton,Matt Wilkinson,Adrian Buchan,Keanu Asing,Michel Bourez,Jadson Andre,Adam Melling,C.J. Hobgood,Kolohe Andino,Sebastian Zietz,Miguel Pupo,Jordy Smith,Brett Simpson,Glenn Hall,Ricardo Christie,Freddy Patacchia Jr.,Matt Banting,Mason Ho,Alejo Muniz,Dusty Payne,Dane Reynolds,Vasco Ribeiro,Aritz Aranburu,Jay Davies,Frederico Morais,Bruno Santos,Tomas Hermes,Caio Ibelli,Maxime Huscenot,Jamie O'Brien,Garrett Parkes,Inia Nakalevu,Aca Ravulo,Joe Van Dijk","Brazil,Australia,Brazil,Brazil,Australia,Australia,Brazil,France,United States,United States,Australia,Australia,Australia,Hawaii,Brazil,Australia,Australia,Australia,Australia,Hawaii,France,Brazil,Australia,United States,United States,Hawaii,Brazil,South Africa,United States,Ireland,New Zealand,Hawaii,Australia,Hawaii,Brazil,Hawaii,United States,Portugal,Spain,Australia,Portugal,Brazil,Brazil,Brazil,France,Hawaii,Australia,Fiji,Fiji,Australia","6,500,8,000,10,000,1,750,1,750,5,200,1,750,8,000,6,500,1,750,10,000,5,200,10,000,1,750,4,000,4,000,8,000,1,750,10,000,5,200,1,750,6,500,1,750,5,200,500,1,750,1,750,5,200,8,000,6,500,10,000,5,200,8,000,10,000,5,200,500,10,000,1,750,1,750,4,000,6,500,500,10,000,1,750,1,750,5,200,4,000,5,200,10,000,1,750,6,500,4,000,5,200,500,500,8,000,1,750,5,200,500,8,000,8,000,1,750,1,750,6,500,500,1,750,4,000,500,1,750,6,500,5,200,1,750,5,200,4,000,5,200,8,000,1,750,500,4,000,4,000,1,750,6,500,500,10,000,1,750,4,000,5,200,4,000,1,750,4,000,5,200,1,750,4,000,6,500,5,200,4,000,1,750,1,750,5,200,1,750,6,500,6,500,1,750,1,750,4,000,500,5,200,1,750,4,000,500,1,750,6,500,4,000,5,200,500,1,750,5,200,1,750,1,750,1,750,5,200,5,200,500,500,8,000,1,750,1,750,1,750,1,750,8,000,1,750,1,750,1,750,4,000,1,750,500,5,200,1,750,1,750,5,200,500,5,200,4,000,1,750,1,750,8,000,4,000,500,500,1,750,500,5,200,1,750,4,000,5,200,500,500,1,750,5,200,4,000,4,000,5,200,500,500,500,5,200,1,750,6,500,1,750,6,500,500,500,1,750,-,-,1,750,500,500,1,750,1,750,5,200,5,200,5,200,1,750,1,750,500,1,750,4,000,1,750,500,6,500,500,1,750,1,750,1,750,4,000,1,750,500,500,500,1,750,1,750,1,750,6,500,1,750,5,200,1,750,500,1,750,500,1,750,500,4,000,1,750,4,000,500,500,1,750,4,000,4,000,500,500,5,200,500,500,4,000,500,1,750,1,750,4,000,1,750,500,4,000,1,750,5,200,1,750,500,1,750,500,4,000,500,500,500,1,750,1,750,1,750,4,000,1,750,500,1,750,500,500,5,200,500,500,500,500,500,1,750,6,500,500,1,750,1,750,5,200,1,750,1,750,500,500,1,750,1,750,500,1,750,4,000,4,000,500,1,750,1,750,4,000,1,750,1,750,500,1,750,500,500,1,750,1,750,6,500,500,1,750,500,500,500,500,4,000,500,500,500,4,000,5,200,1,750,500,500,500,500,500,500,500,1,750,500,1,750,500,500,500,500,1,750,500,1,750,6,500,500,4,000,500,1,750,500,500,500,500,1,750,500,500,1,750,500,500,1,750,5,200,500,500,500,500,500,1,750,500,1,750,1,750,1,750,500,1,750,1,750,500,1,750,-,-,-,1,750,1,750,500,4,000,500,500,500,500,500,500,500,-,1,750,-,-,-,-,-,-,-,1,750,6,500,-,-,500,500,1,750,5,200,-,-,500,-,-,1,750,500,500,1,750,500,500,1,750,500,500,500,500,500,-,-,-,4,000,1,750,-,-,1,750,-,-,-,-,-,-,-,-,-,-,-,6,500,-,-,-,-,-,500,-,4,000,500,500,500,-,-,-,5,200,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,200,-,-,-,-,-,-,-,4,000,-,-,-,-,-,-,-,-,-,500,-,500,1,750,500,-,-,-,-,-,-,-,-,-,500,1,750,-,-,-,-,-,-,-,-,-,1,750,-,-,-,-,-,-,-,-,-,-,-,-,1,750,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-","57,700,54,650,51,600,50,950,43,600,42,700,41,600,41,200,37,600,33,200,33,100,31,700,30,600,28,700,26,850,26,200,24,850,23,750,22,700,22,250,19,950,19,950,18,950,18,950,17,750,16,750,15,250,15,200,14,250,11,750,11,700,11,500,10,500,10,000,8,450,8,250,8,000,6,500,6,000,5,700,5,200,4,000,3,250,2,250,1,750,1,750,500,500,500,500"
,,,
"Adriano de Souza,Mick Fanning,Gabriel Medina,Filipe Toledo,Owen Wright,Julian Wilson,Italo Ferreira,Jeremy Flores,Kelly Slater,Nat Young,Josh Kerr,Bede Durbidge,Joel Parkinson,John John Florence,Wiggolly Dantas,Taj Burrow,Kai Otton,Matt Wilkinson,Adrian Buchan,Keanu Asing,Michel Bourez,Jadson Andre,Adam Melling,C.J. Hobgood,Kolohe Andino,Sebastian Zietz,Miguel Pupo,Jordy Smith,Brett Simpson,Glenn Hall,Ricardo Christie,Freddy Patacchia Jr.,Matt Banting,Mason Ho,Alejo Muniz,Dusty Payne,Dane Reynolds,Vasco Ribeiro,Aritz Aranburu,Jay Davies,Frederico Morais,Bruno Santos,Tomas Hermes,Caio Ibelli,Maxime Huscenot,Jamie O'Brien,Garrett Parkes,Inia Nakalevu,Aca Ravulo,Joe Van Dijk","Brazil,Australia,Brazil,Brazil,Australia,Australia,Brazil,France,United States,United States,Australia,Australia,Australia,Hawaii,Brazil,Australia,Australia,Australia,Australia,Hawaii,France,Brazil,Australia,United States,United States,Hawaii,Brazil,South Africa,United States,Ireland,New Zealand,Hawaii,Australia,Hawaii,Brazil,Hawaii,United States,Portugal,Spain,Australia,Portugal,Brazil,Brazil,Brazil,France,Hawaii,Australia,Fiji,Fiji,Australia","6,500,8,000,10,000,1,750,1,750,5,200,1,750,8,000,6,500,1,750,10,000,5,200,10,000,1,750,4,000,4,000,8,000,1,750,10,000,5,200,1,750,6,500,1,750,5,200,500,1,750,1,750,5,200,8,000,6,500,10,000,5,200,8,000,10,000,5,200,500,10,000,1,750,1,750,4,000,6,500,500,10,000,1,750,1,750,5,200,4,000,5,200,10,000,1,750,6,500,4,000,5,200,500,500,8,000,1,750,5,200,500,8,000,8,000,1,750,1,750,6,500,500,1,750,4,000,500,1,750,6,500,5,200,1,750,5,200,4,000,5,200,8,000,1,750,500,4,000,4,000,1,750,6,500,500,10,000,1,750,4,000,5,200,4,000,1,750,4,000,5,200,1,750,4,000,6,500,5,200,4,000,1,750,1,750,5,200,1,750,6,500,6,500,1,750,1,750,4,000,500,5,200,1,750,4,000,500,1,750,6,500,4,000,5,200,500,1,750,5,200,1,750,1,750,1,750,5,200,5,200,500,500,8,000,1,750,1,750,1,750,1,750,8,000,1,750,1,750,1,750,4,000,1,750,500,5,200,1,750,1,750,5,200,500,5,200,4,000,1,750,1,750,8,000,4,000,500,500,1,750,500,5,200,1,750,4,000,5,200,500,500,1,750,5,200,4,000,4,000,5,200,500,500,500,5,200,1,750,6,500,1,750,6,500,500,500,1,750,-,-,1,750,500,500,1,750,1,750,5,200,5,200,5,200,1,750,1,750,500,1,750,4,000,1,750,500,6,500,500,1,750,1,750,1,750,4,000,1,750,500,500,500,1,750,1,750,1,750,6,500,1,750,5,200,1,750,500,1,750,500,1,750,500,4,000,1,750,4,000,500,500,1,750,4,000,4,000,500,500,5,200,500,500,4,000,500,1,750,1,750,4,000,1,750,500,4,000,1,750,5,200,1,750,500,1,750,500,4,000,500,500,500,1,750,1,750,1,750,4,000,1,750,500,1,750,500,500,5,200,500,500,500,500,500,1,750,6,500,500,1,750,1,750,5,200,1,750,1,750,500,500,1,750,1,750,500,1,750,4,000,4,000,500,1,750,1,750,4,000,1,750,1,750,500,1,750,500,500,1,750,1,750,6,500,500,1,750,500,500,500,500,4,000,500,500,500,4,000,5,200,1,750,500,500,500,500,500,500,500,1,750,500,1,750,500,500,500,500,1,750,500,1,750,6,500,500,4,000,500,1,750,500,500,500,500,1,750,500,500,1,750,500,500,1,750,5,200,500,500,500,500,500,1,750,500,1,750,1,750,1,750,500,1,750,1,750,500,1,750,-,-,-,1,750,1,750,500,4,000,500,500,500,500,500,500,500,-,1,750,-,-,-,-,-,-,-,1,750,6,500,-,-,500,500,1,750,5,200,-,-,500,-,-,1,750,500,500,1,750,500,500,1,750,500,500,500,500,500,-,-,-,4,000,1,750,-,-,1,750,-,-,-,-,-,-,-,-,-,-,-,6,500,-,-,-,-,-,500,-,4,000,500,500,500,-,-,-,5,200,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,200,-,-,-,-,-,-,-,4,000,-,-,-,-,-,-,-,-,-,500,-,500,1,750,500,-,-,-,-,-,-,-,-,-,500,1,750,-,-,-,-,-,-,-,-,-,1,750,-,-,-,-,-,-,-,-,-,-,-,-,1,750,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-","57,700,54,650,51,600,50,950,43,600,42,700,41,600,41,200,37,600,33,200,33,100,31,700,30,600,28,700,26,850,26,200,24,850,23,750,22,700,22,250,19,950,19,950,18,950,18,950,17,750,16,750,15,250,15,200,14,250,11,750,11,700,11,500,10,500,10,000,8,450,8,250,8,000,6,500,6,000,5,700,5,200,4,000,3,250,2,250,1,750,1,750,500,500,500,500"
,,,
"John John Florence,Gabriel Medina,Julian Wilson,Jordy Smith,Matt Wilkinson,Owen Wright,Kolohe Andino,Adriano de Souza,Joel Parkinson,Filipe Toledo,Sebastian Zietz,Mick Fanning,Connor O'Leary,Frederico Morais,Jeremy Flores,Adrian Buchan,Kanoa Igarashi,Caio Ibelli,Michel Bourez,Conner Coffin,Joan Duru,Italo Ferreira,Ian Gouveia,Bede Durbidge,Miguel Pupo,Wiggolly Dantas,Leonardo Fioravanti,Kelly Slater,Ezekiel Lau,Jack Freestone,Nat Young,Josh Kerr,Jadson Andre,Ethan Ewing,Stuart Kennedy,Yago Dora,Marc Lacomare,Jesse Mendes,Mikey Wright,Vasco Ribeiro,Hiroto Ohhara,Jacob Willcox,Evan Geiselman,Bino Lopes,Keanu Asing,Aritz Aranburu,Michael February,Dusty Payne,Mason Ho,Tevita Gukilau","Hawaii,Brazil,Australia,South Africa,Australia,Australia,United States,Brazil,Australia,Brazil,Hawaii,Australia,Australia,Portugal,France,Australia,Japan,Brazil,France,United States,France,Brazil,Brazil,Australia,Brazil,Brazil,Italy,United States,Hawaii,Australia,United States,Australia,Brazil,Australia,Australia,Brazil,France,Italy,Australia,Portugal,Japan,Australia,United States,Brazil,Hawaii,Spain,South Africa,Hawaii,Hawaii,Fiji","6,500,10,000,6,500,1,750,1,750,5,200,5,200,6,500,6,500,5,200,8,000,6,500,500,1,750,4,000,1,750,6,500,8,000,1,750,10,000,10,000,5,200,1,750,4,000,1,750,4,000,5,200,6,500,10,000,4,000,500,8,000,5,200,4,000,5,200,10,000,5,200,1,750,5,200,6,500,8,000,1,750,1,750,1,750,8,000,500,1,750,6,500,10,000,5,200,4,000,500,1,750,1,750,1,750,10,000,5,200,4,000,5,200,1,750,4,000,5,200,500,4,000,500,500,4,000,8,000,1,750,500,1,750,500,6,500,500,6,500,6,500,1,750,4,000,5,200,5,200,10,000,1,750,1,750,1,750,5,200,1,750,1,750,1,750,5,200,1,750,4,000,5,200,6,500,1,750,1,750,500,5,200,1,750,5,200,500,6,500,5,200,1,750,-,10,000,500,10,000,500,500,500,1,750,4,000,4,000,1,750,4,000,500,1,750,4,000,8,000,5,200,500,1,750,500,5,200,5,200,1,750,5,200,1,750,1,750,5,200,5,200,1,750,5,200,1,750,1,750,1,750,8,000,1,750,4,000,500,500,4,000,1,750,1,750,500,5,200,1,750,1,750,8,000,500,5,200,1,750,4,000,500,1,750,4,000,1,750,1,750,1,750,1,750,1,750,5,200,1,750,500,10,000,500,1,750,1,750,8,000,500,500,4,000,6,500,1,750,1,750,1,750,500,1,750,500,4,000,500,500,1,750,5,200,500,6,500,6,500,1,750,1,750,8,000,1,750,500,1,750,500,500,4,000,1,750,4,000,500,5,200,1,750,500,6,500,4,000,1,750,500,1,750,1,750,1,750,4,000,4,000,500,500,500,4,000,4,000,1,750,500,1,750,4,000,500,500,1,750,500,5,200,4,000,5,200,1,750,4,000,500,500,5,200,500,500,500,4,000,1,750,1,750,1,750,500,1,750,5,200,1,750,1,750,500,1,750,4,000,500,1,750,500,1,750,500,6,500,500,1,750,1,750,1,750,5,200,1,750,1,750,4,000,1,750,500,500,1,750,1,750,500,500,1,750,500,500,1,750,5,200,5,200,1,750,500,500,4,000,4,000,1,750,500,5,200,1,750,500,500,500,500,500,500,500,5,200,1,750,500,500,1,750,4,000,4,000,5,200,1,750,1,750,500,1,750,1,750,500,500,500,500,4,000,1,750,500,6,500,500,500,1,750,500,1,750,500,500,1,750,500,6,500,500,500,500,1,750,500,500,500,1,750,500,500,*,1,750,*,1,750,*,1,750,*,500,*,-,1,750,*,500,*,4,000,*,500,*,-,500,500,500,1,750,500,500,500,1,750,500,4,000,1,750,1,750,500,500,1,750,500,1,750,500,4,000,500,500,500,500,500,500,500,500,500,1,750,1,750,1,750,1,750,1,750,1,750,500,500,500,4,000,500,500,500,1,750,500,500,-,-,-,6,500,*,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,200,-,-,-,1,750,*,-,500,*,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,500,*,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,500,*,-,-,-,-,-,-","59,600,53,700,48,650,47,600,40,700,39,850,37,250,36,600,36,550,35,450,34,450,33,000,29,950,29,900,29,700,27,750,27,200,25,250,24,950,24,500,23,400,22,400,20,250,20,200,20,150,18,700,18,700,17,700,15,500,13,000,13,000,11,750,11,750,10,750,10,500,7,000,5,200,2,250,1,750,1,750,1,750,1,750,1,750,1,000,500,500,500,500,500,500"
,,,
"John John Florence,Gabriel Medina,Julian Wilson,Jordy Smith,Matt Wilkinson,Owen Wright,Kolohe Andino,Adriano de Souza,Joel Parkinson,Filipe Toledo,Sebastian Zietz,Mick Fanning,Connor O'Leary,Frederico Morais,Jeremy Flores,Adrian Buchan,Kanoa Igarashi,Caio Ibelli,Michel Bourez,Conner Coffin,Joan Duru,Italo Ferreira,Ian Gouveia,Bede Durbidge,Miguel Pupo,Wiggolly Dantas,Leonardo Fioravanti,Kelly Slater,Ezekiel Lau,Jack Freestone,Nat Young,Josh Kerr,Jadson Andre,Ethan Ewing,Stuart Kennedy,Yago Dora,Marc Lacomare,Jesse Mendes,Mikey Wright,Vasco Ribeiro,Hiroto Ohhara,Jacob Willcox,Evan Geiselman,Bino Lopes,Keanu Asing,Aritz Aranburu,Michael February,Dusty Payne,Mason Ho,Tevita Gukilau","Hawaii,Brazil,Australia,South Africa,Australia,Australia,United States,Brazil,Australia,Brazil,Hawaii,Australia,Australia,Portugal,France,Australia,Japan,Brazil,France,United States,France,Brazil,Brazil,Australia,Brazil,Brazil,Italy,United States,Hawaii,Australia,United States,Australia,Brazil,Australia,Australia,Brazil,France,Italy,Australia,Portugal,Japan,Australia,United States,Brazil,Hawaii,Spain,South Africa,Hawaii,Hawaii,Fiji","6,500,10,000,6,500,1,750,1,750,5,200,5,200,6,500,6,500,5,200,8,000,6,500,500,1,750,4,000,1,750,6,500,8,000,1,750,10,000,10,000,5,200,1,750,4,000,1,750,4,000,5,200,6,500,10,000,4,000,500,8,000,5,200,4,000,5,200,10,000,5,200,1,750,5,200,6,500,8,000,1,750,1,750,1,750,8,000,500,1,750,6,500,10,000,5,200,4,000,500,1,750,1,750,1,750,10,000,5,200,4,000,5,200,1,750,4,000,5,200,500,4,000,500,500,4,000,8,000,1,750,500,1,750,500,6,500,500,6,500,6,500,1,750,4,000,5,200,5,200,10,000,1,750,1,750,1,750,5,200,1,750,1,750,1,750,5,200,1,750,4,000,5,200,6,500,1,750,1,750,500,5,200,1,750,5,200,500,6,500,5,200,1,750,-,10,000,500,10,000,500,500,500,1,750,4,000,4,000,1,750,4,000,500,1,750,4,000,8,000,5,200,500,1,750,500,5,200,5,200,1,750,5,200,1,750,1,750,5,200,5,200,1,750,5,200,1,750,1,750,1,750,8,000,1,750,4,000,500,500,4,000,1,750,1,750,500,5,200,1,750,1,750,8,000,500,5,200,1,750,4,000,500,1,750,4,000,1,750,1,750,1,750,1,750,1,750,5,200,1,750,500,10,000,500,1,750,1,750,8,000,500,500,4,000,6,500,1,750,1,750,1,750,500,1,750,500,4,000,500,500,1,750,5,200,500,6,500,6,500,1,750,1,750,8,000,1,750,500,1,750,500,500,4,000,1,750,4,000,500,5,200,1,750,500,6,500,4,000,1,750,500,1,750,1,750,1,750,4,000,4,000,500,500,500,4,000,4,000,1,750,500,1,750,4,000,500,500,1,750,500,5,200,4,000,5,200,1,750,4,000,500,500,5,200,500,500,500,4,000,1,750,1,750,1,750,500,1,750,5,200,1,750,1,750,500,1,750,4,000,500,1,750,500,1,750,500,6,500,500,1,750,1,750,1,750,5,200,1,750,1,750,4,000,1,750,500,500,1,750,1,750,500,500,1,750,500,500,1,750,5,200,5,200,1,750,500,500,4,000,4,000,1,750,500,5,200,1,750,500,500,500,500,500,500,500,5,200,1,750,500,500,1,750,4,000,4,000,5,200,1,750,1,750,500,1,750,1,750,500,500,500,500,4,000,1,750,500,6,500,500,500,1,750,500,1,750,500,500,1,750,500,6,500,500,500,500,1,750,500,500,500,1,750,500,500,*,1,750,*,1,750,*,1,750,*,500,*,-,1,750,*,500,*,4,000,*,500,*,-,500,500,500,1,750,500,500,500,1,750,500,4,000,1,750,1,750,500,500,1,750,500,1,750,500,4,000,500,500,500,500,500,500,500,500,500,1,750,1,750,1,750,1,750,1,750,1,750,500,500,500,4,000,500,500,500,1,750,500,500,-,-,-,6,500,*,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,200,-,-,-,1,750,*,-,500,*,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,1,750,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,750,*,-,-,-,-,-,-,500,*,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,-,-,-,-,500,*,-,-,-,-,-,500,*,-,-,-,-,-,-","59,600,53,700,48,650,47,600,40,700,39,850,37,250,36,600,36,550,35,450,34,450,33,000,29,950,29,900,29,700,27,750,27,200,25,250,24,950,24,500,23,400,22,400,20,250,20,200,20,150,18,700,18,700,17,700,15,500,13,000,13,000,11,750,11,750,10,750,10,500,7,000,5,200,2,250,1,750,1,750,1,750,1,750,1,750,1,000,500,500,500,500,500,500"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
